timestamp,visitorid,event,itemid,transactionid
1.43E+12,1015139,transaction,12217,4760
1.44E+12,478518,transaction,12217,16479
1.44E+12,1075423,transaction,12217,14720
1.44E+12,683255,transaction,12217,4701
1.43E+12,34951,transaction,12217,7862
1.43E+12,34951,transaction,12217,17148
1.43E+12,895999,transaction,12217,11455
1.44E+12,248679,transaction,12217,3307
1.44E+12,705542,transaction,12217,2013
1.44E+12,218648,transaction,12217,12494
1.44E+12,1349681,transaction,12217,12202
1.43E+12,1093035,transaction,355994,14699
1.43E+12,621474,transaction,355994,15738
1.43E+12,1161163,transaction,355994,3620
1.44E+12,1063848,transaction,355994,16573
1.44E+12,645525,transaction,355994,3320
1.43E+12,1368494,transaction,355994,15600
1.43E+12,53842,transaction,355994,9414
1.44E+12,890980,transaction,355994,14756
1.44E+12,530559,transaction,355994,9528
1.44E+12,530559,transaction,355994,6558
1.44E+12,530559,transaction,355994,4216
1.44E+12,19500,transaction,355994,11797
1.44E+12,757355,transaction,355994,7863
1.43E+12,1161163,transaction,241555,14384
1.44E+12,487541,transaction,241555,430
1.44E+12,247235,transaction,241555,11547
1.44E+12,945508,transaction,241555,14994
1.43E+12,1392946,transaction,241555,10374
1.44E+12,1066199,transaction,241555,8199
1.44E+12,1021527,transaction,241555,10548
1.44E+12,238437,transaction,241555,17079
1.44E+12,1025715,transaction,241555,8759
1.44E+12,859080,transaction,241555,16102
1.44E+12,712241,transaction,241555,13208
1.44E+12,298911,transaction,241555,6176
1.44E+12,530559,transaction,241555,8798
1.43E+12,1100390,transaction,80858,2459
1.43E+12,973908,transaction,80858,8499
1.43E+12,494396,transaction,80858,3264
1.43E+12,1187988,transaction,80858,12836
1.43E+12,32160,transaction,80858,109
1.43E+12,925775,transaction,80858,22
1.43E+12,1150088,transaction,80858,15817
1.44E+12,1150086,transaction,80858,10615
1.44E+12,861299,transaction,80858,15816
1.44E+12,688840,transaction,80858,16042
1.44E+12,110090,transaction,80858,9188
1.44E+12,771903,transaction,80858,17203
1.44E+12,632538,transaction,438484,13395
1.44E+12,1108631,transaction,438484,896
1.44E+12,882469,transaction,438484,62
1.44E+12,152963,transaction,438484,13684
1.44E+12,330628,transaction,438484,17656
1.44E+12,772015,transaction,438484,7946
1.44E+12,569539,transaction,438484,1449
1.44E+12,376250,transaction,438484,3791
1.44E+12,376250,transaction,438484,10593
1.44E+12,244123,transaction,438484,13222
1.44E+12,820002,transaction,438484,8392
1.44E+12,1082305,transaction,438484,994
1.43E+12,34665,transaction,310944,13305
1.43E+12,34665,transaction,310944,2890
1.44E+12,1150086,transaction,310944,10402
1.44E+12,496986,transaction,310944,447
1.44E+12,1215171,transaction,310944,9849
1.44E+12,384466,transaction,310944,4089
1.44E+12,1150086,transaction,310944,10545
1.44E+12,1089992,transaction,310944,8091
1.44E+12,1247378,transaction,310944,1399
1.43E+12,286616,transaction,310944,16816
1.44E+12,167511,transaction,310944,666
1.44E+12,1150086,transaction,310944,10891
1.43E+12,928046,transaction,456056,2041
1.43E+12,1093035,transaction,456056,11840
1.43E+12,766389,transaction,324290,5976
1.43E+12,1093035,transaction,456056,11692
1.43E+12,231275,transaction,324290,15647
1.43E+12,1161163,transaction,456056,4088
1.43E+12,799471,transaction,324290,14325
1.43E+12,497761,transaction,456056,13792
1.44E+12,635862,transaction,324290,15513
1.44E+12,86982,transaction,324290,5803
1.44E+12,304854,transaction,324290,8488
1.44E+12,804712,transaction,324290,6534
1.44E+12,971243,transaction,219512,8658
1.44E+12,705542,transaction,456056,5160
1.44E+12,110606,transaction,219512,2408
1.44E+12,940445,transaction,219512,2668
1.44E+12,871359,transaction,219512,16126
1.44E+12,931900,transaction,456056,6079
1.44E+12,1037330,transaction,219512,16123
1.44E+12,1007692,transaction,219512,9581
1.44E+12,17676,transaction,219512,6437
1.44E+12,896012,transaction,456056,5355
1.44E+12,1200339,transaction,324290,13190
1.44E+12,175888,transaction,219512,16977
1.43E+12,319468,transaction,324290,8011
1.43E+12,389532,transaction,456056,9430
1.44E+12,248679,transaction,324290,16315
1.44E+12,684514,transaction,324290,8513
1.44E+12,1297062,transaction,456056,17416
1.44E+12,863219,transaction,456056,13534
1.44E+12,371606,transaction,219512,6232
1.44E+12,27695,transaction,456056,9288
1.44E+12,530559,transaction,219512,8510
1.44E+12,273910,transaction,324290,8850
1.44E+12,1150086,transaction,219512,8256
1.44E+12,114349,transaction,219512,17193
1.43E+12,76757,transaction,231482,16180
1.43E+12,1224381,transaction,290999,14327
1.43E+12,684514,transaction,290999,10387
1.43E+12,1010711,transaction,290999,4637
1.44E+12,684514,transaction,290999,4276
1.44E+12,602688,transaction,231482,1057
1.44E+12,1178494,transaction,266900,10370
1.44E+12,371606,transaction,231482,17420
1.44E+12,152963,transaction,231482,14575
1.44E+12,1079932,transaction,266900,3679
1.44E+12,530559,transaction,266900,7959
1.44E+12,1071499,transaction,231482,464
1.44E+12,403492,transaction,266900,11973
1.44E+12,17676,transaction,231482,4548
1.44E+12,1122464,transaction,266900,11640
1.44E+12,549798,transaction,290999,653
1.44E+12,482614,transaction,231482,9784
1.44E+12,52967,transaction,290999,17475
1.44E+12,569539,transaction,290999,113
1.44E+12,356329,transaction,266900,14403
1.44E+12,556179,transaction,266900,5969
1.43E+12,494059,transaction,290999,5922
1.43E+12,138131,transaction,231482,1327
1.43E+12,179091,transaction,290999,9298
1.44E+12,1297062,transaction,231482,10695
1.44E+12,381439,transaction,266900,12536
1.44E+12,833404,transaction,231482,16588
1.44E+12,705542,transaction,290999,196
1.44E+12,602545,transaction,266900,1427
1.44E+12,1171341,transaction,266900,7079
1.44E+12,720666,transaction,290999,13894
1.44E+12,366464,transaction,290999,8249
1.44E+12,295588,transaction,231482,16545
1.44E+12,530559,transaction,231482,1959
1.44E+12,1385073,transaction,266900,2456
1.44E+12,781616,transaction,266900,7512
1.43E+12,530033,transaction,389158,3352
1.43E+12,1284340,transaction,389158,10284
1.44E+12,1297469,transaction,389158,5242
1.44E+12,1104957,transaction,389158,9776
1.44E+12,428397,transaction,389158,13170
1.44E+12,1056168,transaction,389158,108
1.43E+12,761482,transaction,389158,7063
1.43E+12,761482,transaction,389158,765
1.43E+12,759893,transaction,389158,3582
1.43E+12,259278,transaction,389158,1560
1.44E+12,703309,transaction,389158,14356
1.44E+12,118926,transaction,389158,3584
1.43E+12,273406,transaction,140527,8900
1.43E+12,1169547,transaction,399192,7901
1.43E+12,555215,transaction,210087,17376
1.43E+12,379058,transaction,140527,12342
1.43E+12,662500,transaction,399192,4166
1.43E+12,684514,transaction,140527,15612
1.44E+12,684514,transaction,210087,3619
1.44E+12,594746,transaction,210087,11310
1.44E+12,1273126,transaction,210087,10269
1.44E+12,1307820,transaction,399192,8274
1.44E+12,1055401,transaction,140527,3778
1.44E+12,1187986,transaction,140527,1091
1.44E+12,13240,transaction,399192,3899
1.44E+12,1150086,transaction,399192,16231
1.43E+12,611754,transaction,210087,3062
1.43E+12,476165,transaction,210087,13890
1.43E+12,6699,transaction,210087,5561
1.43E+12,762687,transaction,210087,3594
1.43E+12,1090413,transaction,210087,988
1.43E+12,754218,transaction,140527,5225
1.43E+12,1320960,transaction,140527,17594
1.43E+12,109357,transaction,140527,14786
1.43E+12,109357,transaction,140527,3683
1.44E+12,286923,transaction,399192,16115
1.44E+12,273600,transaction,140527,6270
1.44E+12,684514,transaction,399192,1950
1.44E+12,547506,transaction,210087,8749
1.44E+12,517613,transaction,210087,4920
1.44E+12,1350190,transaction,140527,17094
1.44E+12,294255,transaction,399192,388
1.44E+12,294255,transaction,399192,15820
1.44E+12,294255,transaction,399192,10978
1.44E+12,158720,transaction,140527,9321
1.44E+12,1035007,transaction,399192,16310
1.44E+12,861299,transaction,399192,10484
1.44E+12,890980,transaction,210087,14174
1.43E+12,138131,transaction,186702,8277
1.44E+12,996879,transaction,186702,2631
1.44E+12,152963,transaction,186702,6264
1.44E+12,1378332,transaction,186702,10291
1.43E+12,1116948,transaction,186702,6138
1.43E+12,1351796,transaction,186702,5489
1.43E+12,1143383,transaction,186702,11527
1.43E+12,1331585,transaction,186702,5424
1.44E+12,371606,transaction,186702,17358
1.44E+12,1297062,transaction,186702,1386
1.44E+12,1297062,transaction,186702,1141
1.44E+12,757355,transaction,186702,14091
1.43E+12,1014189,transaction,449391,5506
1.44E+12,99569,transaction,449391,6478
1.44E+12,451953,transaction,354881,2755
1.44E+12,303381,transaction,449391,9774
1.44E+12,645525,transaction,354881,17126
1.44E+12,152963,transaction,354881,15095
1.43E+12,182143,transaction,449391,6811
1.43E+12,946268,transaction,449391,2764
1.43E+12,201495,transaction,449391,11988
1.43E+12,405804,transaction,354881,12341
1.43E+12,138131,transaction,449391,16903
1.43E+12,809822,transaction,354881,6557
1.44E+12,268155,transaction,354881,15811
1.44E+12,519839,transaction,449391,2143
1.44E+12,65740,transaction,354881,3858
1.44E+12,65740,transaction,354881,3858
1.44E+12,371606,transaction,354881,15309
1.44E+12,890980,transaction,354881,16282
1.44E+12,672855,transaction,354881,17207
1.44E+12,687602,transaction,449391,17353
1.44E+12,896347,transaction,449391,8717
1.44E+12,896347,transaction,449391,12756
1.44E+12,1236742,transaction,449391,15441
1.44E+12,709484,transaction,354881,12002
1.44E+12,1263757,transaction,173653,6000
1.44E+12,1179152,transaction,173653,7251
1.44E+12,39985,transaction,173653,14025
1.44E+12,924839,transaction,173653,5380
1.44E+12,1106563,transaction,173653,12538
1.44E+12,981516,transaction,173653,10128
1.44E+12,1232791,transaction,173653,17580
1.44E+12,553772,transaction,173653,6447
1.44E+12,808750,transaction,173653,6292
1.44E+12,842713,transaction,173653,16346
1.44E+12,1176392,transaction,173653,4195
1.43E+12,193924,transaction,148103,17331
1.43E+12,1020737,transaction,16344,17513
1.43E+12,989759,transaction,148103,15314
1.43E+12,1150086,transaction,148103,467
1.43E+12,611804,transaction,16344,14585
1.44E+12,985691,transaction,148103,13237
1.44E+12,905308,transaction,16344,328
1.44E+12,277488,transaction,148103,6500
1.44E+12,21712,transaction,16344,13359
1.44E+12,1310033,transaction,16344,9827
1.44E+12,256877,transaction,16344,5174
1.44E+12,413313,transaction,16344,15195
1.44E+12,1237111,transaction,16344,2646
1.44E+12,1306382,transaction,148103,10431
1.44E+12,1195558,transaction,16344,3772
1.44E+12,1194654,transaction,148103,13550
1.44E+12,1194654,transaction,148103,13719
1.44E+12,1006557,transaction,148103,2175
1.43E+12,741611,transaction,16344,15897
1.43E+12,511779,transaction,16344,14297
1.44E+12,1150086,transaction,148103,2617
1.44E+12,340007,transaction,148103,12449
1.43E+12,1161163,transaction,325310,14384
1.43E+12,917036,transaction,325310,16965
1.43E+12,880465,transaction,218794,1232
1.43E+12,1365958,transaction,218794,5250
1.43E+12,1140886,transaction,218794,9227
1.44E+12,446062,transaction,91888,11908
1.44E+12,264810,transaction,325310,14418
1.44E+12,1318049,transaction,91888,10617
1.44E+12,250146,transaction,218794,4284
1.44E+12,266892,transaction,325310,15440
1.44E+12,217419,transaction,91888,9095
1.44E+12,625399,transaction,325310,11139
1.44E+12,1110822,transaction,218794,4273
1.44E+12,464410,transaction,218794,9831
1.44E+12,923418,transaction,91888,3250
1.44E+12,152963,transaction,325310,2780
1.44E+12,247235,transaction,91888,16277
1.44E+12,916332,transaction,91888,15285
1.44E+12,835657,transaction,218794,13992
1.44E+12,530559,transaction,325310,16285
1.44E+12,1256880,transaction,91888,7331
1.44E+12,1196715,transaction,91888,5120
1.44E+12,939792,transaction,218794,13854
1.44E+12,198270,transaction,325310,14101
1.43E+12,393237,transaction,218794,15021
1.44E+12,329317,transaction,218794,5338
1.44E+12,382473,transaction,218794,903
1.44E+12,376440,transaction,325310,15559
1.44E+12,1035968,transaction,325310,17195
1.44E+12,757344,transaction,325310,5770
1.44E+12,470579,transaction,91888,17583
1.44E+12,530559,transaction,91888,16647
1.44E+12,274515,transaction,91888,11484
1.43E+12,168685,transaction,111530,2336
1.43E+12,123031,transaction,179601,2683
1.43E+12,268428,transaction,232172,14644
1.43E+12,961411,transaction,232172,6323
1.43E+12,503857,transaction,111530,15071
1.43E+12,438441,transaction,179601,375
1.43E+12,138131,transaction,179601,1992
1.43E+12,1015123,transaction,232172,5078
1.43E+12,91900,transaction,179601,11054
1.43E+12,588087,transaction,111530,10175
1.43E+12,557700,transaction,111530,9562
1.43E+12,557700,transaction,111530,9562
1.43E+12,697408,transaction,232172,12197
1.43E+12,986764,transaction,111530,16428
1.44E+12,1291791,transaction,159780,2141
1.44E+12,504656,transaction,232172,10182
1.44E+12,249053,transaction,159780,7150
1.44E+12,73029,transaction,159780,3843
1.44E+12,705542,transaction,179601,5496
1.44E+12,284767,transaction,455183,17235
1.44E+12,1188331,transaction,176484,3675
1.44E+12,1297062,transaction,179601,17139
1.44E+12,1069526,transaction,176484,14682
1.44E+12,842547,transaction,159780,15724
1.44E+12,247235,transaction,179601,10444
1.44E+12,731313,transaction,176484,439
1.44E+12,646494,transaction,176484,1964
1.44E+12,214193,transaction,159780,12609
1.44E+12,1203091,transaction,176484,1948
1.44E+12,282887,transaction,455183,16819
1.44E+12,551746,transaction,232172,9657
1.44E+12,1134975,transaction,455183,4265
1.44E+12,899857,transaction,232172,11187
1.44E+12,594085,transaction,176484,4918
1.44E+12,152963,transaction,455183,3979
1.44E+12,994820,transaction,455183,912
1.44E+12,918651,transaction,111530,1068
1.44E+12,895999,transaction,455183,11380
1.44E+12,548949,transaction,159780,3672
1.44E+12,430913,transaction,455183,4478
1.44E+12,1163709,transaction,159780,15547
1.44E+12,167086,transaction,176484,11247
1.43E+12,1382658,transaction,179601,3236
1.43E+12,974539,transaction,159780,11234
1.43E+12,809822,transaction,111530,16351
1.43E+12,342707,transaction,232172,17011
1.43E+12,481630,transaction,159780,11968
1.43E+12,831449,transaction,159780,7221
1.43E+12,362910,transaction,111530,6863
1.43E+12,809822,transaction,232172,9930
1.43E+12,489659,transaction,159780,17241
1.43E+12,168685,transaction,111530,16337
1.43E+12,168685,transaction,111530,2711
1.44E+12,1250237,transaction,455183,1627
1.44E+12,440136,transaction,179601,2992
1.44E+12,898506,transaction,455183,13118
1.44E+12,899857,transaction,232172,17210
1.44E+12,890980,transaction,455183,8810
1.44E+12,928951,transaction,232172,6438
1.44E+12,1150086,transaction,179601,1351
1.44E+12,896066,transaction,176484,8652
1.44E+12,1384613,transaction,176484,1576
1.44E+12,890980,transaction,179601,12454
1.44E+12,522739,transaction,176484,3634
1.44E+12,1100851,transaction,176484,17396
1.44E+12,977158,transaction,455183,14519
1.43E+12,749201,transaction,379953,15958
1.43E+12,743835,transaction,76196,13332
1.43E+12,813307,transaction,446522,9224
1.43E+12,761783,transaction,379953,14505
1.43E+12,925703,transaction,76196,3624
1.43E+12,25156,transaction,446522,10225
1.43E+12,1190855,transaction,446522,515
1.43E+12,322055,transaction,446522,3074
1.43E+12,1190855,transaction,446522,13575
1.43E+12,537639,transaction,76196,9067
1.43E+12,530559,transaction,321089,3538
1.43E+12,224928,transaction,379953,1464
1.43E+12,548772,transaction,321089,253
1.44E+12,535410,transaction,379953,12844
1.44E+12,154217,transaction,321089,12370
1.44E+12,147290,transaction,446522,841
1.44E+12,413758,transaction,321089,17315
1.44E+12,413758,transaction,321089,9727
1.44E+12,990216,transaction,379953,16548
1.44E+12,1151882,transaction,321089,8491
1.44E+12,541685,transaction,76196,3956
1.44E+12,1362019,transaction,76196,4614
1.44E+12,68318,transaction,379953,10496
1.44E+12,1315100,transaction,76196,14630
1.44E+12,222046,transaction,321089,8057
1.44E+12,982670,transaction,321089,2900
1.44E+12,1402829,transaction,446522,5434
1.44E+12,537639,transaction,76196,5497
1.44E+12,1036487,transaction,446522,12053
1.44E+12,927045,transaction,446522,10489
1.44E+12,586012,transaction,446522,15014
1.44E+12,1352044,transaction,379953,11999
1.44E+12,1368445,transaction,446522,14411
1.44E+12,1336835,transaction,321089,12779
1.44E+12,518659,transaction,321089,12917
1.44E+12,537639,transaction,76196,14702
1.44E+12,890980,transaction,321089,16401
1.44E+12,1376763,transaction,76196,5624
1.44E+12,890980,transaction,379953,4340
1.44E+12,491108,transaction,379953,11619
1.44E+12,1352044,transaction,379953,7218
1.44E+12,497827,transaction,379953,12084
1.44E+12,589227,transaction,76196,13597
1.44E+12,962368,transaction,76196,10022
1.43E+12,328126,transaction,159822,14179
1.43E+12,434418,transaction,159822,3785
1.43E+12,841939,transaction,442131,11123
1.43E+12,76757,transaction,442131,12568
1.43E+12,1065255,transaction,441668,17078
1.43E+12,418715,transaction,159822,3071
1.43E+12,1266370,transaction,340375,5108
1.43E+12,371604,transaction,340375,15730
1.43E+12,567388,transaction,340375,6735
1.44E+12,530559,transaction,442131,3865
1.44E+12,684514,transaction,441668,17325
1.44E+12,530559,transaction,159822,14534
1.44E+12,1364407,transaction,441668,822
1.44E+12,452149,transaction,442131,5141
1.44E+12,182451,transaction,441668,8273
1.44E+12,1216153,transaction,441668,7899
1.44E+12,359293,transaction,340375,1442
1.44E+12,785001,transaction,159822,12951
1.44E+12,565617,transaction,442131,13779
1.44E+12,205203,transaction,340375,15584
1.43E+12,1305841,transaction,340375,13820
1.43E+12,1017997,transaction,159822,16330
1.43E+12,899857,transaction,159822,5480
1.43E+12,1047269,transaction,159822,2549
1.43E+12,1161163,transaction,340375,1933
1.43E+12,138131,transaction,442131,13674
1.43E+12,279406,transaction,442131,8730
1.43E+12,528211,transaction,340375,1606
1.43E+12,869663,transaction,442131,10935
1.43E+12,350566,transaction,442131,6263
1.43E+12,195721,transaction,442131,7171
1.43E+12,575045,transaction,442131,322
1.44E+12,857013,transaction,340375,368
1.44E+12,574370,transaction,340375,7324
1.44E+12,895189,transaction,340375,494
1.44E+12,952246,transaction,159822,1098
1.44E+12,1323794,transaction,159822,2082
1.44E+12,649448,transaction,441668,8792
1.44E+12,1304759,transaction,441668,7786
1.44E+12,739473,transaction,159822,3995
1.44E+12,125998,transaction,441668,15427
1.44E+12,1214388,transaction,441668,2954
1.44E+12,1311900,transaction,441668,6627
1.44E+12,1311900,transaction,441668,7591
1.43E+12,25481,transaction,299222,10842
1.43E+12,845701,transaction,315545,1656
1.43E+12,504827,transaction,299222,15794
1.44E+12,471485,transaction,315545,2675
1.44E+12,947389,transaction,315545,14537
1.44E+12,1332844,transaction,299222,2351
1.44E+12,816889,transaction,246532,8832
1.44E+12,493930,transaction,246532,10720
1.44E+12,1244056,transaction,246532,1147
1.43E+12,281359,transaction,246532,9659
1.43E+12,480722,transaction,315545,7747
1.43E+12,389030,transaction,315545,1645
1.43E+12,607534,transaction,299222,10105
1.43E+12,407800,transaction,315545,12617
1.43E+12,47467,transaction,299222,482
1.43E+12,643208,transaction,246532,10158
1.43E+12,980817,transaction,315545,15973
1.43E+12,468986,transaction,315545,4017
1.43E+12,246992,transaction,315545,1214
1.44E+12,431941,transaction,246532,14856
1.44E+12,580540,transaction,246532,14345
1.44E+12,1258911,transaction,246532,8665
1.44E+12,1297062,transaction,299222,13939
1.44E+12,825800,transaction,246532,868
1.44E+12,1137093,transaction,299222,9506
1.44E+12,1097386,transaction,299222,16488
1.44E+12,1248762,transaction,315545,11649
1.44E+12,890980,transaction,246532,2387
1.44E+12,180776,transaction,246532,1632
1.44E+12,370928,transaction,299222,3138
1.44E+12,1011421,transaction,315545,7235
1.44E+12,1274505,transaction,299222,4224
1.44E+12,1274505,transaction,299222,4224
1.43E+12,163049,transaction,38965,862
1.43E+12,939751,transaction,38965,3937
1.43E+12,939751,transaction,38965,16625
1.43E+12,1286827,transaction,436694,15658
1.43E+12,305506,transaction,338660,12742
1.43E+12,591906,transaction,436694,13314
1.43E+12,756779,transaction,436694,8236
1.43E+12,1224500,transaction,436694,12402
1.43E+12,102676,transaction,162745,5694
1.43E+12,713127,transaction,436694,9464
1.43E+12,684514,transaction,38965,12858
1.43E+12,965471,transaction,162745,16698
1.44E+12,521563,transaction,162745,4235
1.44E+12,1196189,transaction,338660,7008
1.44E+12,820155,transaction,436694,11586
1.44E+12,1166580,transaction,436694,12693
1.44E+12,521563,transaction,162745,926
1.44E+12,707844,transaction,436694,12384
1.44E+12,711733,transaction,38965,512
1.44E+12,615132,transaction,162745,2424
1.44E+12,42261,transaction,162745,16391
1.44E+12,705542,transaction,338660,15368
1.44E+12,579349,transaction,162745,280
1.44E+12,955719,transaction,162745,3867
1.44E+12,668937,transaction,38965,2191
1.44E+12,152963,transaction,338660,654
1.44E+12,625399,transaction,38965,3629
1.44E+12,1376254,transaction,338660,16227
1.44E+12,645525,transaction,338660,8021
1.44E+12,530559,transaction,338660,10140
1.44E+12,283553,transaction,38965,9123
1.44E+12,1399500,transaction,338660,9686
1.43E+12,705174,transaction,162745,11371
1.43E+12,596611,transaction,162745,8921
1.44E+12,1150086,transaction,338660,7099
1.44E+12,308563,transaction,338660,10846
1.44E+12,1150086,transaction,436694,319
1.44E+12,1148301,transaction,436694,2961
1.44E+12,974673,transaction,38965,10063
1.44E+12,1150086,transaction,38965,13726
1.43E+12,1093035,transaction,448494,4101
1.43E+12,565078,transaction,448494,250
1.43E+12,446931,transaction,454818,9662
1.43E+12,577261,transaction,448494,16774
1.43E+12,1078513,transaction,283916,17413
1.43E+12,989085,transaction,283916,2470
1.43E+12,358516,transaction,454818,9754
1.43E+12,841939,transaction,448494,4827
1.43E+12,138131,transaction,283916,12138
1.43E+12,1159125,transaction,448494,2036
1.43E+12,171457,transaction,454818,1156
1.43E+12,1765,transaction,330469,14545
1.44E+12,1243613,transaction,283916,693
1.44E+12,530559,transaction,330469,11162
1.44E+12,1153564,transaction,330469,6044
1.44E+12,1153564,transaction,330469,15708
1.44E+12,1211344,transaction,454818,1927
1.44E+12,392507,transaction,454818,14774
1.44E+12,861299,transaction,448494,1465
1.44E+12,427158,transaction,330469,2203
1.44E+12,1150086,transaction,454818,12567
1.44E+12,199033,transaction,448494,6425
1.44E+12,392448,transaction,330469,1599
1.44E+12,152963,transaction,283916,10815
1.44E+12,1265599,transaction,330469,16502
1.44E+12,1230558,transaction,283916,9522
1.44E+12,645525,transaction,454818,12450
1.44E+12,1150086,transaction,283916,8227
1.43E+12,503542,transaction,454818,15472
1.43E+12,773110,transaction,454818,9429
1.43E+12,1051642,transaction,454818,329
1.43E+12,404403,transaction,448494,10598
1.44E+12,903580,transaction,283916,13871
1.44E+12,949648,transaction,283916,10194
1.44E+12,643004,transaction,448494,5892
1.44E+12,684514,transaction,448494,1950
1.44E+12,678937,transaction,330469,10583
1.44E+12,320993,transaction,330469,10215
1.44E+12,540387,transaction,330469,16521
1.44E+12,507994,transaction,283916,14885
1.43E+12,428886,transaction,193518,4394
1.43E+12,1292316,transaction,211418,5566
1.43E+12,112323,transaction,11279,6556
1.44E+12,583525,transaction,193518,5394
1.44E+12,622717,transaction,211418,1411
1.44E+12,1009613,transaction,193518,2295
1.44E+12,48703,transaction,193518,8979
1.44E+12,705542,transaction,11279,1648
1.44E+12,750603,transaction,11279,13839
1.44E+12,530559,transaction,11279,15422
1.44E+12,180818,transaction,11279,10699
1.44E+12,1150086,transaction,11279,12149
1.44E+12,8043,transaction,211418,9154
1.44E+12,548868,transaction,211418,10352
1.44E+12,116830,transaction,211418,7237
1.44E+12,664551,transaction,193518,9720
1.44E+12,261238,transaction,193518,11340
1.44E+12,867658,transaction,211418,4642
1.43E+12,225006,transaction,193518,7468
1.43E+12,284631,transaction,193518,6814
1.44E+12,1103897,transaction,211418,15489
1.44E+12,1103897,transaction,211418,14669
1.44E+12,408762,transaction,211418,16823
1.44E+12,1150086,transaction,193518,7039
1.44E+12,962131,transaction,11279,5019
1.44E+12,530559,transaction,11279,14694
1.44E+12,582933,transaction,11279,3029
1.44E+12,890980,transaction,11279,10624
1.44E+12,544774,transaction,193518,14488
1.44E+12,1246823,transaction,211418,10011
1.43E+12,273406,transaction,120098,8900
1.43E+12,1254716,transaction,120098,14609
1.43E+12,1304736,transaction,228392,12784
1.43E+12,621474,transaction,92361,8671
1.44E+12,637412,transaction,228392,16908
1.44E+12,348025,transaction,228392,2083
1.44E+12,1187986,transaction,120098,1091
1.44E+12,1281566,transaction,92361,11158
1.44E+12,207663,transaction,120098,8881
1.44E+12,1248989,transaction,120098,15737
1.44E+12,152963,transaction,228392,11676
1.44E+12,843884,transaction,228392,11367
1.44E+12,152963,transaction,92361,8046
1.44E+12,255918,transaction,92361,10399
1.44E+12,198270,transaction,92361,9588
1.43E+12,163561,transaction,120098,7629
1.43E+12,109357,transaction,120098,14786
1.43E+12,109357,transaction,120098,3683
1.43E+12,474650,transaction,92361,6217
1.44E+12,232278,transaction,228392,501
1.44E+12,163711,transaction,92361,15398
1.44E+12,1062192,transaction,120098,5180
1.44E+12,974226,transaction,92361,944
1.44E+12,1029355,transaction,228392,6093
1.44E+12,530559,transaction,228392,8186
1.44E+12,176153,transaction,92361,14023
1.44E+12,934704,transaction,228392,8235
1.44E+12,1273306,transaction,228392,4281
1.44E+12,375608,transaction,92361,938
1.44E+12,1150086,transaction,120098,507
1.43E+12,438441,transaction,398489,1795
1.43E+12,248671,transaction,424506,8785
1.43E+12,1325114,transaction,424506,706
1.44E+12,275846,transaction,398489,7918
1.44E+12,494576,transaction,398489,2015
1.44E+12,177537,transaction,145403,9741
1.44E+12,1113250,transaction,398489,10906
1.44E+12,1102311,transaction,424506,1492
1.44E+12,1360087,transaction,145403,10837
1.44E+12,797409,transaction,424506,4233
1.44E+12,1104076,transaction,145403,4043
1.44E+12,1104076,transaction,145403,5342
1.43E+12,378296,transaction,145403,6223
1.43E+12,1243636,transaction,145403,9489
1.43E+12,183206,transaction,145403,14985
1.43E+12,1338521,transaction,398489,1647
1.43E+12,148602,transaction,398489,7911
1.43E+12,56332,transaction,398489,10001
1.43E+12,644422,transaction,398489,10839
1.44E+12,1294231,transaction,145403,13277
1.44E+12,684514,transaction,424506,11690
1.44E+12,468035,transaction,398489,9184
1.44E+12,1150086,transaction,424506,11426
1.44E+12,94071,transaction,145403,5305
1.44E+12,371606,transaction,424506,4829
1.44E+12,374587,transaction,145403,2974
1.44E+12,1150086,transaction,424506,11638
1.44E+12,757355,transaction,424506,15732
1.44E+12,1293358,transaction,398489,6618
1.44E+12,336577,transaction,424506,5996
1.43E+12,438441,transaction,204494,2787
1.43E+12,109408,transaction,165337,8926
1.43E+12,1093035,transaction,133907,8905
1.43E+12,502189,transaction,133907,12713
1.43E+12,824842,transaction,133907,1183
1.43E+12,1165148,transaction,204494,1472
1.44E+12,765630,transaction,220513,11927
1.44E+12,1015139,transaction,465522,13270
1.44E+12,881365,transaction,165337,379
1.44E+12,1356614,transaction,165337,12470
1.44E+12,530559,transaction,465522,3407
1.44E+12,172,transaction,465522,9725
1.44E+12,726288,transaction,204494,9057
1.44E+12,1181848,transaction,220513,14395
1.44E+12,1354703,transaction,220513,7213
1.43E+12,716938,transaction,220513,8092
1.43E+12,1046933,transaction,204494,13980
1.43E+12,1359452,transaction,204494,13917
1.43E+12,769838,transaction,165337,11608
1.43E+12,769838,transaction,165337,7298
1.43E+12,286616,transaction,165337,3603
1.43E+12,1081741,transaction,165337,13196
1.43E+12,1081741,transaction,165337,185
1.43E+12,468466,transaction,165337,9297
1.43E+12,436639,transaction,165337,14830
1.43E+12,1143344,transaction,204494,9536
1.44E+12,1359248,transaction,220513,9755
1.44E+12,1359248,transaction,220513,9755
1.44E+12,1297062,transaction,465522,16765
1.44E+12,1398260,transaction,220513,3039
1.44E+12,742070,transaction,220513,14739
1.44E+12,1150086,transaction,204494,3257
1.44E+12,371606,transaction,204494,5435
1.44E+12,393972,transaction,133907,11181
1.44E+12,1297062,transaction,204494,8928
1.44E+12,1150086,transaction,204494,3073
1.44E+12,606060,transaction,220513,16074
1.44E+12,974226,transaction,220513,2753
1.44E+12,1102743,transaction,465522,3591
