,timestamp,visitorid,event,itemid,transactionid
468660,1435093194683,741951,transaction,295075,142.0
468679,1435091192224,684514,transaction,210087,3619.0
468804,1435090449019,1097646,transaction,124556,11258.0
468955,1435102582233,809109,transaction,206527,3908.0
468986,1435104346324,684514,transaction,420960,8365.0
469252,1435082288949,68557,transaction,257410,9577.0
469259,1435084152222,1101917,transaction,381503,3449.0
469270,1435085082424,76757,transaction,444899,1762.0
469352,1435084583650,65124,transaction,3445,4557.0
469380,1435082224489,905308,transaction,16344,328.0
469412,1435083275892,1172980,transaction,281480,4282.0
469462,1435084269131,765630,transaction,260256,8733.0
469526,1435041725980,658473,transaction,243980,11462.0
469563,1435039592387,1074315,transaction,334094,13253.0
469602,1435039856327,348256,transaction,67434,9343.0
469692,1435041524172,458108,transaction,447704,2848.0
469779,1435062566540,580135,transaction,342263,9135.0
469799,1435043434475,535410,transaction,357383,12844.0
469852,1435040709878,1338125,transaction,273342,8728.0
469892,1435071452446,154217,transaction,321089,12370.0
470334,1435117096181,836799,transaction,220410,17093.0
470495,1435086582699,76757,transaction,459717,7184.0
470560,1435088461072,751033,transaction,123975,15836.0
470667,1435088991426,715832,transaction,217538,14249.0
470695,1435099115049,791048,transaction,173274,5919.0
470748,1435100336557,684514,transaction,290999,4276.0
470794,1435098814495,222046,transaction,175746,2128.0
470798,1435100329306,732504,transaction,262098,4327.0
471004,1435101236947,548772,transaction,119736,6100.0
471278,1435076486857,1341795,transaction,233834,11665.0
471459,1435074321180,76347,transaction,264379,3647.0
471462,1435073790194,277488,transaction,148103,6500.0
471627,1435110719169,1075423,transaction,345373,2469.0
471945,1435183190388,684514,transaction,443506,15401.0
471973,1435183825769,583525,transaction,217605,5394.0
472361,1435164206636,782343,transaction,437900,16214.0
472388,1435166007133,986577,transaction,14853,3047.0
472501,1435207158606,812122,transaction,70387,4152.0
472740,1435176670076,299094,transaction,27190,4040.0
472809,1435179645363,174494,transaction,20195,13418.0
472878,1435179756415,718461,transaction,314789,5734.0
472906,1435179180230,978294,transaction,254432,6237.0
472908,1435178724607,684514,transaction,257200,4052.0
473164,1435191439158,626237,transaction,219427,6449.0
473383,1435148589801,165696,transaction,382885,6643.0
473695,1435158943081,548772,transaction,291152,337.0
473791,1435175693795,1228883,transaction,384470,15757.0
473869,1435175814376,952246,transaction,260621,6258.0
473888,1435175659605,686039,transaction,77539,12042.0
473908,1435175390743,765630,transaction,247356,11305.0
474027,1435175397626,969326,transaction,355396,16268.0
474109,1435161164385,548772,transaction,149197,4338.0
474406,1435186405507,949626,transaction,383548,13293.0
474710,1435171776971,1250316,transaction,420470,5718.0
475079,1435203501560,1129347,transaction,147684,15275.0
475080,1435203501529,1129347,transaction,63873,15275.0
475097,1435201865667,693672,transaction,71684,10629.0
475527,1435189721842,47004,transaction,260719,398.0
475621,1435166007086,986577,transaction,73110,3047.0
475734,1435167992778,1385029,transaction,382885,16881.0
475787,1435165266944,852875,transaction,283861,7910.0
475844,1435165418033,316216,transaction,23762,1079.0
475858,1435203738576,36502,transaction,176605,8034.0
475998,1435200589724,836635,transaction,358348,11888.0
476160,1435172021687,945223,transaction,70868,10341.0
476172,1435169628764,684514,transaction,265113,8583.0
476194,1435171235704,1150514,transaction,187413,8071.0
476376,1435186238231,542731,transaction,290154,13005.0
476456,1435188882330,765630,transaction,160349,2865.0
476636,1435148822187,695747,transaction,253452,6479.0
477247,1435208177814,723877,transaction,178416,15525.0
477330,1435211068298,917500,transaction,181012,17626.0
477331,1435211068298,917500,transaction,181939,17626.0
477389,1435206652533,594746,transaction,210087,11310.0
477467,1435176904484,958461,transaction,205111,9920.0
477580,1435177754574,613701,transaction,461538,12177.0
477704,1435180044404,36250,transaction,133247,6190.0
477940,1435184319923,1000454,transaction,338208,4371.0
477943,1435181885265,1402860,transaction,175940,7421.0
477962,1435182348439,765630,transaction,192144,4325.0
478001,1435182739651,245608,transaction,89775,9258.0
478140,1435175659605,686039,transaction,23250,12042.0
478142,1435176199451,684514,transaction,187992,15354.0
478322,1435160203317,243636,transaction,423897,178.0
478373,1435162693151,64763,transaction,294210,15556.0
478420,1435159506712,1184275,transaction,225279,17243.0
478514,1435160879438,619835,transaction,110115,6058.0
478798,1435200029050,765630,transaction,48987,9717.0
478817,1435197864412,755413,transaction,181227,14847.0
479057,1435183440882,1261200,transaction,55556,13911.0
479106,1435183249670,1273126,transaction,210087,10269.0
479292,1435165986340,825321,transaction,215178,845.0
479302,1435166128201,1194567,transaction,49257,5335.0
479382,1435165231570,952246,transaction,108618,6277.0
479440,1435200845147,615913,transaction,200625,3458.0
479531,1435202170596,1004543,transaction,129624,4039.0
479553,1435203738639,36502,transaction,1423,8034.0
479643,1435205198190,121179,transaction,449912,5140.0
479688,1435178207617,952246,transaction,227311,6617.0
479742,1435176683361,677299,transaction,83730,1292.0
479775,1435180065861,548772,transaction,11670,5455.0
480001,1435170846361,684514,transaction,450726,4146.0
480321,1435130342368,300118,transaction,157459,4811.0
480422,1435132965860,195807,transaction,42002,8054.0
481209,1435206598258,113028,transaction,227790,15080.0
481318,1435189164497,684514,transaction,175560,2823.0
481677,1435176083833,282289,transaction,160785,13962.0
481823,1435160879423,619835,transaction,74511,6058.0
482015,1435162842175,548772,transaction,303245,15128.0
482024,1435159331251,243636,transaction,154704,8167.0
482063,1435200115846,376557,transaction,351464,5323.0
482190,1435200381567,427504,transaction,442686,15592.0
482452,1435183825767,583525,transaction,193518,5394.0
482488,1435182156591,560785,transaction,260901,13199.0
482646,1435166007118,986577,transaction,43831,3047.0
482686,1435165399326,765630,transaction,54292,11501.0
482749,1435166570058,1155647,transaction,341286,14082.0
482913,1435162827807,138992,transaction,331311,11060.0
482920,1435161915286,1015139,transaction,159813,15145.0
483038,1435160492995,548772,transaction,149253,10727.0
483135,1435162431384,288665,transaction,232085,11662.0
483150,1435160879564,619835,transaction,391031,6058.0
483169,1435163059906,1330305,transaction,315543,3633.0
483192,1435176904468,958461,transaction,303855,9920.0
483262,1435177678572,952246,transaction,453043,8286.0
483275,1435177859352,896347,transaction,69333,3010.0
483453,1435172373560,1222464,transaction,68607,6341.0
483815,1435128897634,115977,transaction,309778,13102.0
483846,1435126415450,486681,transaction,116631,9778.0
483884,1435127410324,182047,transaction,244494,9450.0
484548,1435175814376,952246,transaction,16063,6258.0
484581,1435174449932,877421,transaction,401285,8295.0
484623,1435175054385,564689,transaction,197862,4169.0
484692,1435175659636,686039,transaction,242007,12042.0
484812,1435185597106,366364,transaction,345156,16645.0
484833,1435186630028,1174308,transaction,230892,3396.0
484879,1435188554526,521563,transaction,247356,2534.0
484960,1435188532756,548772,transaction,17478,11874.0
485002,1435195245620,419532,transaction,214757,6870.0
485003,1435197517300,697413,transaction,55264,818.0
485009,1435196093213,200442,transaction,287588,8188.0
485177,1435196093259,200442,transaction,461180,8188.0
485431,1435191171965,952246,transaction,140934,2355.0
485505,1435189634397,765630,transaction,362850,7659.0
485526,1435193287929,49158,transaction,88167,6233.0
485823,1435211068313,917500,transaction,207922,17626.0
485944,1435183614368,1196189,transaction,338660,7008.0
485948,1435180867520,330412,transaction,215916,8338.0
485964,1435184574460,684514,transaction,40140,9707.0
486147,1435181046647,852055,transaction,290841,8133.0
486149,1435181046647,852055,transaction,23762,8133.0
486173,1435166570074,1155647,transaction,83662,14082.0
486376,1435167335813,1015139,transaction,465522,13270.0
486501,1435209346502,24722,transaction,65992,12798.0
486514,1435209346518,24722,transaction,411198,12798.0
486518,1435209346518,24722,transaction,172532,12798.0
486582,1435209394633,763153,transaction,198921,3226.0
486896,1435171425951,952246,transaction,146295,1267.0
487037,1435168701785,1046101,transaction,180959,9141.0
487122,1435171776971,1250316,transaction,79714,5718.0
487219,1435127657606,171743,transaction,268883,3736.0
487678,1435203738639,36502,transaction,220836,8034.0
487859,1435202277302,575493,transaction,212216,9400.0
488138,1435175814470,952246,transaction,383548,6258.0
488231,1435185071607,548772,transaction,177179,13547.0
488306,1435187011698,952246,transaction,416017,12868.0
488319,1435186797566,1052785,transaction,266861,13466.0
488398,1435186697580,1052785,transaction,266861,906.0
488663,1435178448810,521261,transaction,453043,15765.0
488692,1435180042646,684514,transaction,125318,12250.0
488745,1435163062207,275846,transaction,398489,7918.0
488769,1435160940994,185790,transaction,379796,1448.0
488781,1435163522384,1248740,transaction,74833,2533.0
488892,1435162693151,64763,transaction,44759,15556.0
488958,1435160879549,619835,transaction,222393,6058.0
488959,1435160879568,619835,transaction,318746,6058.0
489175,1435199892966,548772,transaction,79955,15699.0
489220,1435199191077,299518,transaction,93414,3973.0
489353,1435171966051,1345109,transaction,393028,17372.0
489490,1435170173925,952246,transaction,370180,8140.0
489492,1435169804113,836635,transaction,307201,5505.0
489672,1435165428342,1015139,transaction,196660,5906.0
489711,1435166570058,1155647,transaction,68783,14082.0
489908,1435162721568,978755,transaction,359336,2180.0
489909,1435163011001,952246,transaction,149253,6743.0
489943,1435160064228,548772,transaction,353548,3277.0
489971,1435162862682,320547,transaction,83730,10889.0
490018,1435163157869,952246,transaction,443795,10152.0
490133,1435178299188,684514,transaction,408218,2939.0
490140,1435177422138,313563,transaction,13119,11855.0
490157,1435178555812,952246,transaction,67247,12054.0
490169,1435177074834,952246,transaction,400810,6625.0
490171,1435177443818,1118449,transaction,199726,5437.0
490246,1435176638546,313179,transaction,218626,9812.0
490337,1435178724418,684514,transaction,119736,4052.0
490353,1435176904484,958461,transaction,403240,9920.0
490621,1435127257987,125197,transaction,347014,14613.0
490846,1435125739418,221046,transaction,333093,877.0
490952,1435157294454,597416,transaction,259227,3322.0
491422,1435204322836,1210476,transaction,407078,10611.0
491665,1435180867710,330412,transaction,456471,8338.0
491677,1435181677636,756583,transaction,54435,1776.0
491718,1435187598108,1017375,transaction,301063,2040.0
491740,1435187185880,1040574,transaction,909,205.0
491741,1435187185818,1040574,transaction,398634,205.0
491972,1435175846338,428853,transaction,312717,7061.0
491988,1435174107742,765630,transaction,393014,7687.0
492127,1435175397626,969326,transaction,207734,16268.0
492170,1435173397471,269879,transaction,273943,344.0
492240,1435208656665,343950,transaction,204980,14801.0
492259,1435208435542,89237,transaction,282933,14508.0
492330,1435208205701,208452,transaction,272969,11620.0
492336,1435208181058,150928,transaction,414078,9876.0
492562,1435197580825,653891,transaction,238447,15383.0
492650,1435197517269,697413,transaction,221501,818.0
492830,1435270636852,684514,transaction,200370,13528.0
492925,1435268617822,548772,transaction,322342,9806.0
493083,1435276474227,706387,transaction,130371,6786.0
493187,1435276923775,443200,transaction,69101,14480.0
493193,1435276863260,548772,transaction,236512,10589.0
493239,1435278170595,360945,transaction,150398,2468.0
493432,1435261108637,548772,transaction,447215,7261.0
493474,1435260487428,629925,transaction,391917,16170.0
493504,1435260142476,610182,transaction,405694,4071.0
493512,1435260050456,222046,transaction,212091,4449.0
493748,1435263259130,418591,transaction,32771,5982.0
493844,1435256138014,366799,transaction,344723,10448.0
493980,1435258055777,684514,transaction,453564,7303.0
494009,1435256539845,684514,transaction,446934,8312.0
494070,1435255123659,635862,transaction,209593,15513.0
494287,1435252098759,127425,transaction,143000,3397.0
494310,1435253943517,1027310,transaction,2416,7676.0
494425,1435245029543,1150086,transaction,379573,15935.0
494439,1435237334356,820155,transaction,211451,11586.0
494493,1435245589351,179772,transaction,78787,16692.0
495124,1435272856789,401663,transaction,320159,10160.0
495136,1435275694415,1232385,transaction,377216,11518.0
495210,1435271797273,447405,transaction,267050,5616.0
495230,1435275510094,855383,transaction,177257,996.0
495294,1435271353646,243025,transaction,227653,8189.0
495505,1435214859857,825030,transaction,367664,4671.0
495690,1435250256164,1143379,transaction,72958,17614.0
495833,1435247770876,684514,transaction,73917,2392.0
496134,1435283100444,548772,transaction,173223,3097.0
496146,1435283100587,548772,transaction,245810,3097.0
496278,1435258180636,21079,transaction,60323,5061.0
496308,1435255189551,156700,transaction,17108,9273.0
496349,1435256433310,647183,transaction,34702,5500.0
496404,1435255737255,1150086,transaction,61292,7814.0
496702,1435252216058,248810,transaction,424421,4464.0
496723,1435253658996,1005397,transaction,25332,4508.0
496731,1435254939921,116272,transaction,170262,2298.0
496756,1435275581130,161047,transaction,74264,4208.0
497252,1435270273846,1273306,transaction,445105,1362.0
497392,1435266259766,709834,transaction,161613,6714.0
497398,1435266259751,709834,transaction,91231,6714.0
497407,1435266039026,447407,transaction,83155,10841.0
497522,1435266251453,548772,transaction,119736,15985.0
497530,1435266251593,548772,transaction,417927,15985.0
497717,1435212214185,1102940,transaction,170262,12741.0
497922,1435242436420,196181,transaction,89247,5795.0
497964,1435244270085,41098,transaction,84321,16007.0
497991,1435245589351,179772,transaction,234869,16692.0
497992,1435245589351,179772,transaction,197077,16692.0
497996,1435238182978,798738,transaction,409983,9271.0
498013,1435239994050,57111,transaction,387780,968.0
498157,1435287364225,323507,transaction,383149,17024.0
498237,1435288563975,905500,transaction,414654,10514.0
498325,1435288173049,347756,transaction,66078,3893.0
498478,1435261134023,138131,transaction,214415,1439.0
498499,1435260798217,1150086,transaction,311931,3178.0
498568,1435262844004,647289,transaction,104793,6363.0
498570,1435259930719,148453,transaction,389814,8348.0
498587,1435259369852,339811,transaction,379841,2255.0
498662,1435279738679,134290,transaction,365015,12155.0
498678,1435278107888,1190861,transaction,169163,3602.0
498779,1435279207319,1266096,transaction,270320,4636.0
498833,1435279568745,791118,transaction,339703,7945.0
498942,1435294370478,665308,transaction,342538,7680.0
498979,1435297078609,843382,transaction,7943,3656.0
499157,1435250107355,981240,transaction,174189,13636.0
499212,1435247388398,349186,transaction,224325,2772.0
499231,1435246479293,1351230,transaction,49257,5398.0
499360,1435282500683,605095,transaction,312728,7363.0
499377,1435283100587,548772,transaction,442150,3097.0
499433,1435284958859,152420,transaction,99675,11259.0
499686,1435290442035,1234428,transaction,226192,9424.0
499948,1435252134599,1329147,transaction,287536,13067.0
499964,1435253553642,1058268,transaction,104560,8606.0
499991,1435254721258,138131,transaction,69101,397.0
499999,1435253564953,149166,transaction,248630,2034.0
500277,1435260212618,1214191,transaction,418116,13697.0
500642,1435270563038,1193786,transaction,74787,16022.0
500752,1435267301488,428516,transaction,153504,16245.0
500866,1435269591523,138131,transaction,174074,6285.0
501627,1435263465853,138131,transaction,146100,1293.0
501663,1435267059702,754989,transaction,298560,9393.0
501772,1435246479246,1351230,transaction,397642,5398.0
501903,1435249813553,684514,transaction,142510,15137.0
501961,1435248170758,684514,transaction,335938,11784.0
502016,1435271797194,447405,transaction,369158,5616.0
502124,1435275965816,548772,transaction,177615,4985.0
502214,1435257605502,548772,transaction,17379,8597.0
502627,1435293774843,1253754,transaction,27127,1387.0
502764,1435283100444,548772,transaction,433697,3097.0
502831,1435283841314,969827,transaction,155942,17573.0
502932,1435284958859,152420,transaction,338262,11259.0
503074,1435269149812,373850,transaction,342159,15918.0
503164,1435271211207,1153460,transaction,30139,2337.0
503223,1435270147240,138131,transaction,307728,11492.0
503227,1435269142790,953833,transaction,30094,617.0
503229,1435270749037,371606,transaction,367588,15609.0
503286,1435252973737,1150086,transaction,236512,2391.0
503335,1435251642132,300259,transaction,257040,3177.0
503689,1435262545335,138131,transaction,175652,7670.0
503734,1435260050456,222046,transaction,349604,4449.0
503768,1435260878711,700303,transaction,388536,5226.0
504062,1435265181626,1150086,transaction,113641,14749.0
504097,1435255123597,635862,transaction,324290,15513.0
504138,1435256219660,294981,transaction,357474,5312.0
504142,1435257191041,1150086,transaction,376974,4910.0
504298,1435256954346,307488,transaction,176258,4599.0
504377,1435214865823,830793,transaction,367664,9582.0
504546,1435216001295,632358,transaction,47737,6498.0
504658,1435239692884,1060743,transaction,277029,5749.0
504699,1435242342060,196181,transaction,89247,5795.0
504791,1435245615428,122126,transaction,302307,17590.0
504862,1435289748461,673007,transaction,217003,14823.0
504965,1435287391265,323507,transaction,383149,17024.0
505139,1435248056037,895999,transaction,50159,11673.0
505195,1435247704181,1150086,transaction,148478,7404.0
505213,1435249434044,684514,transaction,30089,16308.0
505332,1435249238117,66052,transaction,174074,19.0
505384,1435272763128,42326,transaction,69174,4564.0
505421,1435271797194,447405,transaction,301721,5616.0
505597,1435275888598,138131,transaction,135004,8643.0
505795,1435276628059,354447,transaction,193488,6008.0
505953,1435294458767,1071308,transaction,446047,6678.0
506099,1435295333977,1071308,transaction,295026,1076.0
506101,1435292980311,1385029,transaction,382885,12631.0
506334,1435281955328,622717,transaction,211418,1411.0
506403,1435283841314,969827,transaction,432705,17573.0
506428,1435281933108,684514,transaction,37589,10870.0
506570,1435267559891,506843,transaction,208692,17273.0
506574,1435267439949,1291791,transaction,159780,2141.0
506630,1435270636852,684514,transaction,360378,13528.0
506851,1435280194139,548772,transaction,368074,9401.0
507023,1435279923843,916024,transaction,397449,345.0
507062,1435237334325,820155,transaction,436694,11586.0
507077,1435242436404,196181,transaction,242819,5795.0
507078,1435243087579,314809,transaction,418099,7096.0
507148,1435244344039,314809,transaction,418099,13505.0
507338,1435264723907,1282441,transaction,383496,1941.0
507376,1435266607821,138131,transaction,111240,14610.0
507470,1435265825158,561236,transaction,60980,14798.0
507650,1435258363317,786406,transaction,89262,16075.0
507694,1435255444936,405156,transaction,285637,11935.0
507695,1435255444842,405156,transaction,195809,11935.0
507759,1435258055777,684514,transaction,204209,7303.0
507951,1435212655341,990984,transaction,37863,11407.0
507998,1435254330851,684514,transaction,414654,14825.0
508071,1435252388425,684514,transaction,62549,642.0
508091,1435254535931,1110455,transaction,40140,1818.0
508199,1435253553705,1058268,transaction,382885,8606.0
508218,1435252989299,684514,transaction,453564,10198.0
508395,1435291253685,1010592,transaction,325706,11510.0
508458,1435288689866,905500,transaction,167126,4544.0
508531,1435262266462,1384144,transaction,48731,6123.0
508561,1435262354489,31149,transaction,198903,14305.0
508576,1435260212634,1214191,transaction,247356,13697.0
508588,1435260050456,222046,transaction,398436,4449.0
508620,1435259658826,548772,transaction,47044,10766.0
508633,1435260171310,981245,transaction,374053,3938.0
508828,1435274258910,1317771,transaction,357925,9381.0
508850,1435274609234,1098310,transaction,20463,5429.0
508852,1435272981132,901221,transaction,74009,8080.0
508979,1435275137031,366799,transaction,316753,4212.0
509242,1435295112890,1276854,transaction,293808,6657.0
509373,1435248947468,1150086,transaction,283923,6427.0
509415,1435247888918,846650,transaction,91093,9642.0
509443,1435246739742,962056,transaction,312728,9803.0
509461,1435249723466,548772,transaction,14427,10538.0
509574,1435284611749,1120642,transaction,190000,905.0
509718,1435284958859,152420,transaction,256655,11259.0
509720,1435284958875,152420,transaction,268659,11259.0
509774,1435283841267,969827,transaction,427128,17573.0
509776,1435286812245,323507,transaction,383149,17366.0
509842,1435267750198,1079996,transaction,292098,3749.0
509952,1435270456567,1166580,transaction,436694,12693.0
510013,1435268617712,548772,transaction,89775,9806.0
510083,1435270529393,119770,transaction,182250,8388.0
510144,1435276628059,354447,transaction,41295,6008.0
510291,1435281095897,1150086,transaction,46671,11414.0
510395,1435279631447,503671,transaction,382885,159.0
510506,1435292041066,50555,transaction,2416,3398.0
510513,1435288173033,347756,transaction,436414,3893.0
510647,1435287284249,1004110,transaction,291767,6873.0
510667,1435263405553,684514,transaction,129490,6224.0
510685,1435266506711,1150086,transaction,164683,4187.0
510773,1435264216187,684514,transaction,60980,1383.0
510908,1435255451118,700303,transaction,388536,5226.0
511132,1435256432963,953833,transaction,30094,2569.0
511340,1435212264144,1255826,transaction,445486,14933.0
511425,1435244863026,52940,transaction,309821,3346.0
511442,1435242342013,196181,transaction,242819,5795.0
511449,1435242552623,196181,transaction,89247,16683.0
511487,1435241925893,1385029,transaction,382885,5722.0
511505,1435237591876,689209,transaction,358986,13345.0
511527,1435244343629,1187124,transaction,14427,12175.0
511577,1435237334325,820155,transaction,412656,11586.0
511763,1435254535852,1110455,transaction,153520,1818.0
511814,1435252344248,1243613,transaction,283916,693.0
511882,1435252275967,1070506,transaction,98498,2344.0
511901,1435252167942,1126569,transaction,454301,3876.0
511934,1435254329640,1150086,transaction,15744,4580.0
512034,1435260578788,548772,transaction,126623,15530.0
512087,1435259575190,434601,transaction,178484,8450.0
512089,1435261022916,564775,transaction,192491,15683.0
512208,1435273995795,548772,transaction,445059,6067.0
512213,1435271797194,447405,transaction,216266,5616.0
512590,1435294370463,665308,transaction,86191,7680.0
512672,1435295112875,1276854,transaction,58846,6657.0
512803,1435248483799,335188,transaction,315543,2761.0
512894,1435246519208,1264709,transaction,341080,16750.0
513221,1435283841267,969827,transaction,251798,17573.0
513229,1435283100587,548772,transaction,242372,3097.0
513605,1435456579968,1001365,transaction,454856,12380.0
513664,1435458232855,530559,transaction,150547,14572.0
513958,1435434115479,371606,transaction,259059,266.0
513999,1435432587671,1283513,transaction,47297,10386.0
514197,1435423408520,456000,transaction,195270,12948.0
514385,1435461035955,100988,transaction,377454,12222.0
514835,1435418430296,1075423,transaction,74296,5144.0
515007,1435387637694,771571,transaction,126522,10520.0
515081,1435384910762,1398505,transaction,216486,5495.0
515268,1435466306506,664127,transaction,167918,17303.0
515632,1435445449696,530559,transaction,455223,2619.0
515675,1435445128161,371606,transaction,428879,14621.0
515939,1435440961288,21712,transaction,349470,13359.0
515940,1435440961288,21712,transaction,268006,13359.0
516042,1435443239947,920156,transaction,2836,4432.0
516103,1435443887181,511438,transaction,167126,9620.0
516133,1435443843865,530559,transaction,280342,3541.0
516373,1435456579968,1001365,transaction,69261,12380.0
516676,1435461035955,100988,transaction,104815,12222.0
516750,1435423197826,1075423,transaction,234494,217.0
516939,1435447869506,1111195,transaction,118752,10290.0
517158,1435449035300,530559,transaction,442131,3865.0
517159,1435449035316,530559,transaction,461180,3865.0
517954,1435469179618,185928,transaction,253286,8171.0
517996,1435439407759,867768,transaction,218033,6874.0
518097,1435439105059,867768,transaction,218033,5433.0
518207,1435440158408,779056,transaction,418606,16738.0
518406,1435387638851,771571,transaction,174783,10520.0
518547,1435420908402,569356,transaction,74952,817.0
518576,1435416926389,623908,transaction,448690,5004.0
518823,1435454889675,620989,transaction,331725,7181.0
518964,1435456580015,1001365,transaction,211157,12380.0
519016,1435459743033,100459,transaction,444006,4044.0
519801,1435449654348,769032,transaction,242905,15269.0
519810,1435433334951,371606,transaction,29940,5903.0
519873,1435429650867,371606,transaction,268081,2053.0
519951,1435429564885,1029750,transaction,190261,15739.0
520370,1435444486171,504634,transaction,309080,11887.0
520394,1435445682474,328364,transaction,133224,6974.0
520396,1435441463979,530559,transaction,377286,9306.0
520533,1435442848782,1075423,transaction,380810,9113.0
520534,1435442848782,1075423,transaction,77733,9113.0
520544,1435444004953,739495,transaction,408179,14312.0
520714,1435439079611,216994,transaction,100944,12856.0
521379,1435464907915,1384833,transaction,54435,2448.0
521807,1435437465070,13455,transaction,381766,11442.0
522310,1435448610599,1075423,transaction,369194,49.0
522480,1435421861337,634766,transaction,424193,11899.0
522819,1435433556446,4115,transaction,98467,15885.0
522863,1435428757193,530559,transaction,210122,14879.0
522986,1435468758058,1355935,transaction,435755,8506.0
523471,1435457077383,57739,transaction,249148,8321.0
523477,1435455708692,463060,transaction,458046,10726.0
523527,1435445309501,1345275,transaction,445776,5951.0
523529,1435442949097,1328192,transaction,205552,8135.0
523700,1435440961288,21712,transaction,372617,13359.0
523714,1435445209306,1216792,transaction,134790,6653.0
523775,1435442848782,1075423,transaction,248127,9113.0
523817,1435443045756,920156,transaction,2836,14349.0
523880,1435427380475,1075423,transaction,101128,2791.0
523909,1435427096715,530559,transaction,55925,7761.0
523918,1435427306116,1172935,transaction,299440,4976.0
524083,1435425409055,745802,transaction,260452,6987.0
524852,1435439205888,779056,transaction,418606,4695.0
525304,1435418819364,672339,transaction,287647,1990.0
525351,1435421861337,634766,transaction,214519,11899.0
525586,1435385052670,1398505,transaction,216486,4933.0
525722,1435468171653,1357344,transaction,272370,17156.0
525761,1435469873562,185928,transaction,253286,10208.0
525892,1435465824503,1113547,transaction,48030,10784.0
525927,1435453041254,13455,transaction,48030,15606.0
526245,1435445187127,1075423,transaction,113233,10133.0
526735,1435440961288,21712,transaction,16344,13359.0
526736,1435440961257,21712,transaction,395273,13359.0
526737,1435440961257,21712,transaction,153874,13359.0
526884,1435453042732,13455,transaction,381766,15606.0
527050,1435458778165,901007,transaction,431858,15828.0
527160,1435459359290,505455,transaction,70314,11781.0
527235,1435462351079,715210,transaction,164344,8151.0
527689,1435451532845,530559,transaction,456895,9302.0
527792,1435447483986,530559,transaction,302810,11377.0
527830,1435449601170,1361978,transaction,461180,8231.0
528020,1435421761949,317198,transaction,228324,10097.0
528048,1435419746899,1176501,transaction,89044,922.0
528111,1435420349086,439737,transaction,27537,13397.0
528260,1435430568970,371606,transaction,49257,14365.0
528281,1435432605679,1365602,transaction,314201,16196.0
528304,1435429010801,530559,transaction,39686,3803.0
528384,1435468451468,1276300,transaction,247698,11708.0
528533,1435467632306,276382,transaction,253286,241.0
528571,1435467835102,1113547,transaction,48030,4913.0
528758,1435439726261,530559,transaction,119736,2811.0
528759,1435439726261,530559,transaction,84310,2811.0
529491,1435355371854,1150086,transaction,244541,9846.0
529530,1435358453097,1053089,transaction,248605,6645.0
529701,1435354492278,134524,transaction,381262,17035.0
529831,1435354247148,358631,transaction,65273,15960.0
529860,1435353415299,686854,transaction,19278,8460.0
530128,1435348374206,1237668,transaction,162536,4069.0
530308,1435327714910,282289,transaction,160785,3475.0
530492,1435345829491,175586,transaction,83791,7533.0
530616,1435342232544,1025490,transaction,278679,9773.0
530656,1435345327768,1039976,transaction,45377,13491.0
530722,1435341522558,1075423,transaction,400988,15949.0
530798,1435340929870,729517,transaction,353237,11892.0
530910,1435338658940,433583,transaction,206930,16451.0
531047,1435367625259,433583,transaction,189313,7802.0
531111,1435371054524,1364037,transaction,385778,135.0
531132,1435371552149,211300,transaction,365787,5166.0
531457,1435314151291,300384,transaction,396732,13946.0
531512,1435303383844,1184848,transaction,2416,5318.0
531608,1435304972120,783088,transaction,83837,1148.0
531734,1435362060372,836635,transaction,283405,4048.0
531773,1435365267124,138131,transaction,290003,4354.0
532035,1435332707315,548772,transaction,367219,2624.0
532140,1435336738241,836635,transaction,238942,3788.0
532251,1435336470610,805790,transaction,73789,10193.0
532292,1435347883346,836635,transaction,76941,10866.0
532419,1435349235872,1075423,transaction,119736,8786.0
532496,1435350210573,135511,transaction,410616,6945.0
532636,1435358400103,1053089,transaction,248605,7041.0
532708,1435355673137,1015139,transaction,369933,8395.0
532899,1435352073807,39480,transaction,145721,9285.0
532900,1435352073823,39480,transaction,288887,9285.0
533225,1435376470575,1302590,transaction,109109,2532.0
533231,1435373929842,106515,transaction,267663,16242.0
533312,1435376218046,226726,transaction,444603,8539.0
533884,1435301742040,558000,transaction,301990,2363.0
534128,1435339032241,1150086,transaction,167126,13699.0
534132,1435340905895,23076,transaction,434289,15424.0
534248,1435338030065,521563,transaction,162745,926.0
534377,1435338658955,433583,transaction,418277,16451.0
534404,1435332707315,548772,transaction,261589,2624.0
534632,1435335354497,805790,transaction,74750,120.0
534791,1435364428331,138131,transaction,201671,3118.0
534992,1435343726350,1075423,transaction,83569,13178.0
535057,1435345439896,1075423,transaction,203090,806.0
535089,1435342401754,1337665,transaction,464803,7140.0
535125,1435343954383,1005779,transaction,234299,11195.0
535127,1435344319084,1075423,transaction,7943,777.0
535257,1435382313521,562364,transaction,150215,13365.0
535600,1435332652217,527033,transaction,101718,3701.0
535894,1435358385803,1075423,transaction,242981,16477.0
535998,1435358006990,335184,transaction,335235,7159.0
536092,1435352009517,1313330,transaction,392655,10044.0
536309,1435350469248,138131,transaction,369933,6174.0
536317,1435346869336,142649,transaction,237960,12048.0
536478,1435349661022,187327,transaction,173991,2163.0
536498,1435347266253,548772,transaction,212917,3847.0
536734,1435371429865,279677,transaction,113535,16615.0
536768,1435343692826,138131,transaction,351027,5656.0
